tablename,oracle_columnname,oracle_data_type,oracle_default_value,oracle_nullable,mysql_colume_name,mysql_data_type,mysql_default_value,mysql_nullable,validate_name,validate_type,validate_default,validate_nullable,recommend_type
TEMPLATE,CP_BN_POST_CODE,VARCHAR2,null,Y,CP_BN_POST_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CP_BN_C_SB_DIV,VARCHAR2,null,Y,CP_BN_C_SB_DIV,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CP_BN_TOWN,VARCHAR2,null,Y,CP_BN_TOWN,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CP_BN_COUNTRY,VARCHAR2,null,Y,CP_BN_COUNTRY,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,AMOUNT,NUMBER,null,Y,AMOUNT,DECIMAL,null,Y,TRUE,TRUE,N/A,TRUE,DECIMAL DOUBLE 
TEMPLATE,CURRENCY,VARCHAR2,null,Y,CURRENCY,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_BR_CODE,VARCHAR2,null,Y,COR_BN_BR_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_NAME,VARCHAR2,null,Y,COR_BN_NAME,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_BIC,VARCHAR2,null,Y,COR_BN_BIC,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_ADDR_LN1,VARCHAR2,null,Y,COR_BN_ADDR_LN1,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_ADDR_LN2,VARCHAR2,null,Y,COR_BN_ADDR_LN2,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_STR_NAME,VARCHAR2,null,Y,COR_BN_STR_NAME,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_POST_CODE,VARCHAR2,null,Y,COR_BN_POST_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_C_SB_DIV,VARCHAR2,null,Y,COR_BN_C_SB_DIV,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_TOWN,VARCHAR2,null,Y,COR_BN_TOWN,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,COR_BN_COUNTRY,VARCHAR2,null,Y,COR_BN_COUNTRY,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_BR_CODE,VARCHAR2,null,Y,ITM_BN_BR_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_NAME,VARCHAR2,null,Y,ITM_BN_NAME,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_BIC,VARCHAR2,null,Y,ITM_BN_BIC,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_ADDR_LN1,VARCHAR2,null,Y,ITM_BN_ADDR_LN1,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_ADDR_LN2,VARCHAR2,null,Y,ITM_BN_ADDR_LN2,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_STR_NAME,VARCHAR2,null,Y,ITM_BN_STR_NAME,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_POST_CODE,VARCHAR2,null,Y,ITM_BN_POST_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_C_SB_DIV,VARCHAR2,null,Y,ITM_BN_C_SB_DIV,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_TOWN,VARCHAR2,null,Y,ITM_BN_TOWN,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ITM_BN_COUNTRY,VARCHAR2,null,Y,ITM_BN_COUNTRY,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,MESSAGE_TO_BANK,VARCHAR2,null,Y,MESSAGE_TO_BANK,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,TARGET_CURRENCY,VARCHAR2,null,Y,TARGET_CURRENCY,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,REM_INFO_TYPE,VARCHAR2,null,Y,REM_INFO_TYPE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,REM_INFO_CONTENT,VARCHAR2,null,Y,REM_INFO_CONTENT,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,MANDATE_ID,VARCHAR2,null,Y,MANDATE_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,E2E_ID,VARCHAR2,null,Y,E2E_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CHARGE_BEARER,VARCHAR2,null,Y,CHARGE_BEARER,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,ADDITIONS,NCLOB,null,Y,ADDITIONS,LONGTEXT,null,Y,TRUE,TRUE,N/A,TRUE,LONGTEXT 
TEMPLATE,PURP_OF_PAYMENT_CODE,VARCHAR2,null,Y,PURP_OF_PAYMENT_CODE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,PURP_OF_PAYMENT_TEXT,VARCHAR2,null,Y,PURP_OF_PAYMENT_TEXT,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CP_ACC_ARRANGEMENT_ID,VARCHAR2,null,Y,CP_ACC_ARRANGEMENT_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,CP_ACC_EXT_ARRANGEMENT_ID,VARCHAR2,null,Y,CP_ACC_EXT_ARRANGEMENT_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,EXTERNAL_ID,VARCHAR2,null,N,EXTERNAL_ID,VARCHAR,null,N,TRUE,TRUE,N/A,TRUE,VARCHAR 
TEMPLATE,UPDATED_AT,TIMESTAMP(6),null,Y,UPDATED_AT,DATETIME,null,Y,TRUE,N/A,N/A,TRUE,N/A
TEMPLATE,AMOUNT_TYPE,VARCHAR2,null,Y,AMOUNT_TYPE,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
BULK_APPROVAL_ITEM,ID,NUMBER,null,N,ID,BIGINT,null,N,TRUE,FALSE,N/A,TRUE,DECIMAL DOUBLE 
BULK_APPROVAL_ITEM,PAYMENT_ID,VARCHAR2,null,Y,PAYMENT_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
BULK_APPROVAL_ITEM,APPROVAL_RECORD_ID,VARCHAR2,null,Y,APPROVAL_RECORD_ID,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
BULK_APPROVAL_ITEM,APPROVAL_STATUS,VARCHAR2,null,Y,APPROVAL_STATUS,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
BULK_APPROVAL_ITEM,ACTION_STATUS,VARCHAR2,null,Y,ACTION_STATUS,VARCHAR,null,Y,TRUE,TRUE,N/A,TRUE,VARCHAR 
BULK_APPROVAL_ITEM,ERRORS,CLOB,null,Y,ERRORS,LONGTEXT,null,Y,TRUE,TRUE,N/A,TRUE,LONGTEXT 
BULK_APPROVAL_ITEM,BULK_APPROVAL_ID,NUMBER,null,Y,BULK_APPROVAL_ID,BIGINT,null,Y,TRUE,FALSE,N/A,TRUE,DECIMAL DOUBLE 
